novel,character,dc_in,dc_out,in_deg,out_deg,pagerank
North_and_South,Mr. Stephens,1,0,1,0,0.0044441086674229715
North_and_South,Slickson,1,8,1,8,0.00817743269778271
North_and_South,Johnnie,1,0,1,0,0.0036597481427841235
North_and_South,Bess,5,0,5,0,0.004030706009603876
North_and_South,Bessie,0,2,0,2,0.0035754081083378447
North_and_South,Delicious,1,0,1,0,0.0037041782766794743
North_and_South,SPENSER,0,1,0,1,0.0035754081083378447
North_and_South,Miss Marget,11,0,11,0,0.0049824151311877824
North_and_South,Leonards,35,0,35,0,0.008044857130234158
North_and_South,Jack,1,0,1,0,0.0036886096066153238
North_and_South,MARGARET:—I,1,0,1,0,0.0036243947432142063
North_and_South,Dunnot,2,0,2,0,0.0037729496410616025
North_and_South,Tennyson,1,0,1,0,0.0036597481427841235
North_and_South,the Pearl,1,0,1,0,0.0036243947432142063
North_and_South,Hoo,5,0,5,0,0.004083692672062839
North_and_South,Mrs. Boucher,11,2,11,2,0.004655140597118075
North_and_South,"Margaret,—Stay",1,0,1,0,0.003729046858858596
North_and_South,Browns,2,0,2,0,0.0038422587403422197
North_and_South,Sarah,15,2,15,2,0.006602125668879798
North_and_South,Experience,1,0,1,0,0.004183328537489217
North_and_South,WILLIAM FOWLER,0,2,0,2,0.0035754081083378447
North_and_South,That Horrocks,1,0,1,0,0.0036597481427841235
North_and_South,Higgins,81,88,81,88,0.011724574136421584
North_and_South,Mr. Lennox,69,77,69,77,0.013919250470113992
North_and_South,Miss Thornton,5,1,5,1,0.003861861078771002
North_and_South,Don Quixote,1,0,1,0,0.003729046858858596
North_and_South,THE MORE HASTE THE WORSE SPEED,1,0,1,0,0.006381646785308149
North_and_South,Mr. Thornton!—and,1,0,1,0,0.00363018282940768
North_and_South,farmer Dobson,1,0,1,0,0.0036356229441563605
North_and_South,Marlborough Mills,1,0,1,0,0.0036597481427841235
North_and_South,Dearest Maria,1,0,1,0,0.0038370823681914486
North_and_South,the Lennoxes,2,0,2,0,0.0036733813780905683
North_and_South,Maria,2,0,2,0,0.003695837779974876
North_and_South,Thor,2,0,2,0,0.003708734777660485
North_and_South,Papa,43,0,43,0,0.00975421735032656
North_and_South,Parson,1,0,1,0,0.0036886096066153238
North_and_South,Jane,4,11,4,11,0.004019277992512098
North_and_South,the Gormons,3,0,3,0,0.0037988628983002377
North_and_South,Betsy,10,0,10,0,0.00490966126835972
North_and_South,Captain Lennox,27,23,27,23,0.006223778799770752
North_and_South,Mr. Barbour,1,0,1,0,0.0038024896166157073
North_and_South,Aunt Hale,7,0,7,0,0.0041657883494617964
North_and_South,Moths,1,0,1,0,0.006615010254094708
North_and_South,Dixon,92,95,92,95,0.011682237069426412
North_and_South,Miss Beresford,1,0,1,0,0.0036597481427841235
North_and_South,Dolores,4,0,4,0,0.0040555097199545444
North_and_South,KOSEGARTEN,0,1,0,1,0.0035754081083378447
North_and_South,the pretty Miss Beresfords,1,0,1,0,0.003729046858858596
North_and_South,Mr. Thornton,271,269,271,269,0.04223357082034191
North_and_South,Woolmer,1,0,1,0,0.0037088334243400322
North_and_South,Mother,4,0,4,0,0.0038877595533250114
North_and_South,ELLIOTT,0,16,0,16,0.0035754081083378447
North_and_South,Boucher,83,0,83,0,0.01870262556554919
North_and_South,The Gormans,1,0,1,0,0.00363018282940768
North_and_South,the Mr. Morison,4,0,4,0,0.004109109372346595
North_and_South,Plymouth Fellows,1,0,1,0,0.0036243947432142063
North_and_South,Nay,1,0,1,0,0.0036356229441563605
North_and_South,the Hales,2,0,2,0,0.0038376035926816618
North_and_South,Henderson,5,0,5,0,0.0042425346883487825
North_and_South,Ne’er,2,0,2,0,0.003886836170505777
North_and_South,Harrison,2,0,2,0,0.003793173458786311
North_and_South,Johnson,1,0,1,0,0.0037041782766794743
North_and_South,the Shaws,1,0,1,0,0.0038024896166157073
North_and_South,marcy,1,0,1,0,0.0036886096066153238
North_and_South,Israel,1,0,1,0,0.0036356229441563605
North_and_South,John,28,0,28,0,0.005885015860315248
North_and_South,Hamper’ll,1,0,1,0,0.0036886096066153238
North_and_South,"Mr. Bell,—it",1,0,1,0,0.0036597481427841235
North_and_South,Mrs. Hale,20,107,20,107,0.006894590916871296
North_and_South,Mr. Young,1,0,1,0,0.0037088334243400322
North_and_South,Collingbrooks,1,0,1,0,0.0037088334243400322
North_and_South,THE ARABIC,0,1,0,1,0.0035754081083378447
North_and_South,Father,4,0,4,0,0.00391276824612296
North_and_South,King Herod,1,0,1,0,0.0036597481427841235
North_and_South,Mrs. Gibson,0,25,0,25,0.0035754081083378447
North_and_South,Miss,5,0,5,0,0.004042138693352255
North_and_South,Lady Beresford,1,0,1,0,0.0036597481427841235
North_and_South,Mary Higgins,3,0,3,0,0.004113924198227431
North_and_South,Crawford,1,0,1,0,0.0036597481427841235
North_and_South,Miss Barbour,3,0,3,0,0.0038043030130489176
North_and_South,Master,6,0,6,0,0.004182183683964465
North_and_South,Daniel O’Rourke,0,1,0,1,0.0035754081083378447
North_and_South,Watson,3,3,3,3,0.003926598774788499
Tess_of_the_d'Urbervilles,Dear Mercy,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,Robert South,0,1,0,1,0.006842259105902923
Tess_of_the_d'Urbervilles,Izzy Huett,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,Sir John,1,8,1,8,0.007781999480336206
Tess_of_the_d'Urbervilles,St Paul,2,0,2,0,0.007979945408265562
Tess_of_the_d'Urbervilles,Beck Knibbs,0,1,0,1,0.006842259105902923
Tess_of_the_d'Urbervilles,Mistress Teresa d’Urberville,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,The Tailor,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,Alec,2,1,2,1,0.008624813714405509
Tess_of_the_d'Urbervilles,a Miss Durbeyfield,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,Abraham,6,8,6,8,0.01125167438573527
Tess_of_the_d'Urbervilles,Pa’son Tringham,2,0,2,0,0.008074024857516442
Tess_of_the_d'Urbervilles,Jeremy Taylor,0,1,0,1,0.006842259105902923
Tess_of_the_d'Urbervilles,Conjuror Mynterne,1,0,1,0,0.007085731993331594
Tess_of_the_d'Urbervilles,Mr d’Urberville,0,2,0,2,0.006842259105902923
Tess_of_the_d'Urbervilles,Prince,4,0,4,0,0.011095079266993999
Tess_of_the_d'Urbervilles,SORROW,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,Old Pretty,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,Jesus Christ,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,D’Urberville,7,35,7,35,0.014513712294891581
Tess_of_the_d'Urbervilles,Lord,3,0,3,0,0.008282001913127625
Tess_of_the_d'Urbervilles,Old Lady,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,Mrs Durbeyfield,2,25,2,25,0.008588881973181457
Tess_of_the_d'Urbervilles,Dammy,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,Liza - Lu,4,2,4,2,0.011023215468543502
Tess_of_the_d'Urbervilles,Love,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,old Deborah Fyander,4,0,4,0,0.008466891183122903
Tess_of_the_d'Urbervilles,Strut,3,0,3,0,0.00878511074894973
Tess_of_the_d'Urbervilles,Rolliver,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,Conjuror Fall,1,0,1,0,0.0074475707982066125
Tess_of_the_d'Urbervilles,Deb,2,0,2,0,0.008263511709428807
Tess_of_the_d'Urbervilles,Farmer Groby,0,2,0,2,0.006842259105902923
Tess_of_the_d'Urbervilles,Eve,0,14,0,14,0.006842259105902923
Tess_of_the_d'Urbervilles,Retty,24,5,24,5,0.02631550935393748
Tess_of_the_d'Urbervilles,Lard,1,0,1,0,0.007085731993331594
Tess_of_the_d'Urbervilles,Clare,87,154,87,154,0.10304729028503361
Tess_of_the_d'Urbervilles,D’ye,1,0,1,0,0.007669101630812126
Tess_of_the_d'Urbervilles,Izz,19,18,19,18,0.025316069871412588
Tess_of_the_d'Urbervilles,God,7,0,7,0,0.019115949402215216
Tess_of_the_d'Urbervilles,Phena,2,0,2,0,0.008137493534600795
Tess_of_the_d'Urbervilles,Stonehenge,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,Ma’am,1,0,1,0,0.007489876320251859
Tess_of_the_d'Urbervilles,Rachel,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,Satan,1,0,1,0,0.007257684003377559
Tess_of_the_d'Urbervilles,Heaven,2,0,2,0,0.008263511709428807
Tess_of_the_d'Urbervilles,Hamlet,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,Amby Seedling,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,Durbeyfield,2,7,2,7,0.007739059375488529
Tess_of_the_d'Urbervilles,Tib,3,0,3,0,0.007899777871881234
Tess_of_the_d'Urbervilles,Stokes,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,Felix,3,1,3,1,0.008548788559446883
Tess_of_the_d'Urbervilles,Jack,17,0,17,0,0.023735440240292387
Tess_of_the_d'Urbervilles,the Nazarene,0,1,0,1,0.006842259105902923
Tess_of_the_d'Urbervilles,Mercy Chant,4,2,4,2,0.009117631710628203
Tess_of_the_d'Urbervilles,Tess,240,125,240,125,0.17322125620832193
Tess_of_the_d'Urbervilles,Squire Jollard,1,0,1,0,0.007669101630812126
Tess_of_the_d'Urbervilles,Dairyman Crick,1,28,1,28,0.008020038822000138
Tess_of_the_d'Urbervilles,Tessy,18,0,18,0,0.01829930895699847
Tess_of_the_d'Urbervilles,Mrs d’Urberville,6,16,6,16,0.012189922931410678
Tess_of_the_d'Urbervilles,tell’n,2,0,2,0,0.008846881346909339
Tess_of_the_d'Urbervilles,Jonathan,5,14,5,14,0.009970041162972768
Tess_of_the_d'Urbervilles,Mis’ess,1,0,1,0,0.008020038822000138
Tess_of_the_d'Urbervilles,The Lord - a - Lord,1,0,1,0,0.007134284483083158
Tess_of_the_d'Urbervilles,King Norman,2,0,2,0,0.00796112700799236
Tess_of_the_d'Urbervilles,Divinity,1,0,1,0,0.007092260322298632
Tess_of_the_d'Urbervilles,Cuthbert,1,0,1,0,0.014108388415057136
Tess_of_the_d'Urbervilles,Joan,7,19,7,19,0.013517906797563622
Tess_of_the_d'Urbervilles,Mother,4,0,4,0,0.014253233483695572
Tess_of_the_d'Urbervilles,Marian,14,61,14,61,0.01794140509856087
Tess_of_the_d'Urbervilles,Mrs Brooks,0,1,0,1,0.006842259105902923
Tess_of_the_d'Urbervilles,Mrs Crick,4,4,4,4,0.009075827748038797
Tess_of_the_d'Urbervilles,the Hebrews,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,Cupid,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,Miss Flirt,5,0,5,0,0.009686474861809524
Tess_of_the_d'Urbervilles,grandf’er,1,0,1,0,0.007085731993331594
Tess_of_the_d'Urbervilles,Dr Chant,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,Honour’d Sir,1,0,1,0,0.007411102257084242
Tess_of_the_d'Urbervilles,Talbothays,2,0,2,0,0.007661103473479952
Tess_of_the_d'Urbervilles,young Mr d’Urberville,1,0,1,0,0.007781999480336206
Melmoth_the_Wanderer3,Isidora--“tell,1,0,1,0,0.01303974572999295
Melmoth_the_Wanderer3,Madrid,1,0,1,0,0.018693963732740366
Melmoth_the_Wanderer3,Revelation,1,0,1,0,0.009278873906550189
Melmoth_the_Wanderer3,SHAKESPEARE,0,7,0,7,0.009110522057154494
Melmoth_the_Wanderer3,Another,0,1,0,1,0.009110522057154494
Melmoth_the_Wanderer3,Daughter,0,2,0,2,0.009110522057154494
Melmoth_the_Wanderer3,Isidora.--“No!--it,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,Vide Maurice,0,14,0,14,0.009110522057154494
Melmoth_the_Wanderer3,the Mahommedans,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,Leah,0,2,0,2,0.009110522057154494
Melmoth_the_Wanderer3,Father Jose,5,11,5,11,0.01861876795977669
Melmoth_the_Wanderer3,Father Jose--“Senhor,2,0,2,0,0.011509917480578481
Melmoth_the_Wanderer3,the Caliphs,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,Echo _ Venus,0,1,0,1,0.009110522057154494
Melmoth_the_Wanderer3,Seeva,5,0,5,0,0.011876302440083772
Melmoth_the_Wanderer3,merciful;”--his,0,1,0,1,0.009110522057154494
Melmoth_the_Wanderer3,Krishnoo,1,0,1,0,0.00966367813374035
Melmoth_the_Wanderer3,"Solomon the Jew , whose misfortune in harbouring me had exposed him to the visit of the Inquisitors",1,0,1,0,0.012982614593255483
Melmoth_the_Wanderer3,Isidora,52,17,52,17,0.07382696865244058
Melmoth_the_Wanderer3,SENECA,0,1,0,1,0.009110522057154494
Melmoth_the_Wanderer3,Senhor,1,0,1,0,0.01303974572999295
Melmoth_the_Wanderer3,Donna Clara,14,7,14,7,0.03272165022672382
Melmoth_the_Wanderer3,Christian,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,THALABA,0,4,0,4,0.009110522057154494
Melmoth_the_Wanderer3,Adonijah,3,0,3,0,0.017191410828147864
Melmoth_the_Wanderer3,Sixtus,1,0,1,0,0.010549255094546125
Melmoth_the_Wanderer3,Vishnu,1,0,1,0,0.00966367813374035
Melmoth_the_Wanderer3,the Moors,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,MOORE,0,7,0,7,0.009110522057154494
Melmoth_the_Wanderer3,Abraham,2,2,2,2,0.02255158253831413
Melmoth_the_Wanderer3,Isidora--“is,0,2,0,2,0.009110522057154494
Melmoth_the_Wanderer3,"ever,--there",1,0,1,0,0.01303974572999295
Melmoth_the_Wanderer3,the Alarics,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,the Koran,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,Cheops,1,0,1,0,0.01104656832520499
Melmoth_the_Wanderer3,Mahomet,0,1,0,1,0.009110522057154494
Melmoth_the_Wanderer3,Brahma;--that,1,0,1,0,0.00966367813374035
Melmoth_the_Wanderer3,Immalee.--“I,3,0,3,0,0.0316435161154851
Melmoth_the_Wanderer3,Europeans,1,0,1,0,0.00966367813374035
Melmoth_the_Wanderer3,Melmoth,22,8,22,8,0.03698393632264769
Melmoth_the_Wanderer3,The Indian Apollo,2,0,2,0,0.02413251809604156
Melmoth_the_Wanderer3,Fernan,7,13,7,13,0.01834928301267509
Melmoth_the_Wanderer3,Madonna,0,4,0,4,0.009110522057154494
Melmoth_the_Wanderer3,Sampson,1,0,1,0,0.01104656832520499
Melmoth_the_Wanderer3,Maha - deva,1,0,1,0,0.016621520076598027
Melmoth_the_Wanderer3,God,14,4,14,4,0.025030786489009298
Melmoth_the_Wanderer3,the Nimrods,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,Haree,2,0,2,0,0.010216834210326205
Melmoth_the_Wanderer3,the Cadi,1,0,1,0,0.009970987065176936
Melmoth_the_Wanderer3,Solomon,2,1,2,1,0.01353577066984134
Melmoth_the_Wanderer3,Rebekah,1,0,1,0,0.018693963732740366
Melmoth_the_Wanderer3,Camdeo,1,0,1,0,0.00966367813374035
Melmoth_the_Wanderer3,Israel,1,0,1,0,0.00966367813374035
Melmoth_the_Wanderer3,Isidora?--and,0,6,0,6,0.009110522057154494
Melmoth_the_Wanderer3,the Inquisition?--his,1,0,1,0,0.01685470712935647
Melmoth_the_Wanderer3,Father?”--“Humph,1,0,1,0,0.013083628556590217
Melmoth_the_Wanderer3,Christ,0,9,0,9,0.009110522057154494
Melmoth_the_Wanderer3,Nature,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,"Go,--but",1,0,1,0,0.016621520076598027
Melmoth_the_Wanderer3,the Saracens,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,Immalee,23,7,23,7,0.06185892871922374
Melmoth_the_Wanderer3,BLUE BEARD,0,15,0,15,0.009110522057154494
Melmoth_the_Wanderer3,Cæsars,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,Christianity,1,0,1,0,0.009278873906550189
Melmoth_the_Wanderer3,Monçada,0,46,0,46,0.009110522057154494
Melmoth_the_Wanderer3,the Attilas,1,0,1,0,0.012801816640963071
Melmoth_the_Wanderer3,Stanton,1,0,1,0,0.00962680106196796
The_Picture_of_Dorian_Gray,the Trojans,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,The Morning Post _,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Lord Henry,156,470,156,470,0.037791242508299024
The_Picture_of_Dorian_Gray,the French,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Tartuffe,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Sir Henry Ashton,6,0,6,0,0.007501673472210602
The_Picture_of_Dorian_Gray,Poor Hetty,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Decay,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Lady Ruxton,1,2,1,2,0.0067199567042944604
The_Picture_of_Dorian_Gray,Marguerite de Navarre,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Darlington,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Mrs. Vane,0,9,0,9,0.006651618051595586
The_Picture_of_Dorian_Gray,Aunt Agatha,4,0,4,0,0.006924972662391087
The_Picture_of_Dorian_Gray,Basil,189,147,189,147,0.025599114278747497
The_Picture_of_Dorian_Gray,Harry,1,2,1,2,0.006786973269484066
The_Picture_of_Dorian_Gray,Prince Charming,5,0,5,0,0.009710052488548171
The_Picture_of_Dorian_Gray,young Lord Poole,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Francis,7,1,7,1,0.0076370286900990835
The_Picture_of_Dorian_Gray,Messalina,1,0,1,0,0.006799614640578777
The_Picture_of_Dorian_Gray,Mr. Chapman,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Greek,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Madame de Ferrol,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Nature,2,0,2,0,0.006788295356993336
The_Picture_of_Dorian_Gray,Sir Andrew,1,0,1,0,0.009507755074962123
The_Picture_of_Dorian_Gray,Romeo,3,0,3,0,0.006990667140071422
The_Picture_of_Dorian_Gray,Thornton,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Alan,75,1,75,1,0.016736242828042033
The_Picture_of_Dorian_Gray,Courage,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Lady Branksome,3,0,3,0,0.006856634009692212
The_Picture_of_Dorian_Gray,Lady Agatha,11,11,11,11,0.008780938802867802
The_Picture_of_Dorian_Gray,the English,1,0,1,0,0.01114403484138366
The_Picture_of_Dorian_Gray,Eve,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Harden,2,0,2,0,0.006922328487372547
The_Picture_of_Dorian_Gray,Lord Kent,2,0,2,0,0.006922328487372547
The_Picture_of_Dorian_Gray,Prince Paradox,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Imogen,3,0,3,0,0.006990667140071422
The_Picture_of_Dorian_Gray,Mr. Campbell,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Mr. Hallward,5,0,5,0,0.007391600996511543
The_Picture_of_Dorian_Gray,Hetty,7,0,7,0,0.007532088011625345
The_Picture_of_Dorian_Gray,Lady Thornbury,1,0,1,0,0.00953621464434292
The_Picture_of_Dorian_Gray,Juliet,12,0,12,0,0.009652905718393502
The_Picture_of_Dorian_Gray,Hall,0,1,0,1,0.006651618051595586
The_Picture_of_Dorian_Gray,Leaf,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Rouge,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Tom Hardy,1,0,1,0,0.007603198240383996
The_Picture_of_Dorian_Gray,Sir Thomas,1,10,1,10,0.007330171303565552
The_Picture_of_Dorian_Gray,God,7,0,7,0,0.0076370286900990835
The_Picture_of_Dorian_Gray,Debrett,1,0,1,0,0.0071678407576858056
The_Picture_of_Dorian_Gray,Dear Basil,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Bournemouth,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Monsieur,3,0,3,0,0.012806528588465257
The_Picture_of_Dorian_Gray,Monmouth,6,0,6,0,0.007061649967788837
The_Picture_of_Dorian_Gray,Adrian Singleton,5,0,5,0,0.00732839414103799
The_Picture_of_Dorian_Gray,Mr. Isaacs,12,0,12,0,0.01710056850732348
The_Picture_of_Dorian_Gray,Christ,1,0,1,0,0.006799614640578777
The_Picture_of_Dorian_Gray,Queen Elizabeth,1,0,1,0,0.0071678407576858056
The_Picture_of_Dorian_Gray,Victoria,3,0,3,0,0.006856634009692212
The_Picture_of_Dorian_Gray,Uncle George,8,0,8,0,0.007991108892130543
The_Picture_of_Dorian_Gray,Lord Grotrian,8,0,8,0,0.007198327273186587
The_Picture_of_Dorian_Gray,Parker,2,0,2,0,0.006788295356993336
The_Picture_of_Dorian_Gray,Harvey,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Lady Radley,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Mr. Erskine,7,2,7,2,0.010569476440682228
The_Picture_of_Dorian_Gray,Life,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Margaret Devereux,1,0,1,0,0.006984217243942446
The_Picture_of_Dorian_Gray,Ned Langton,1,0,1,0,0.007603198240383996
The_Picture_of_Dorian_Gray,Duchess,10,0,10,0,0.0077371039697219715
The_Picture_of_Dorian_Gray,Lord Radley,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,The Bard,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,the Willoughbys,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Lord Gloucester,3,0,3,0,0.00709560781854516
The_Picture_of_Dorian_Gray,Gladys,15,0,15,0,0.007676697842078715
The_Picture_of_Dorian_Gray,the Americans,6,0,6,0,0.009544969129089155
The_Picture_of_Dorian_Gray,Kelso,1,0,1,0,0.006984217243942446
The_Picture_of_Dorian_Gray,Lady Capulet,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Lord Rugby,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Perdita,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Berwick,3,0,3,0,0.007057683705261027
The_Picture_of_Dorian_Gray,Philip Herbert,1,0,1,0,0.01314318566908799
The_Picture_of_Dorian_Gray,The Jew,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Jim,20,7,20,7,0.021314277003651832
The_Picture_of_Dorian_Gray,Lady Hilstone,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Velasquez,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Old Florentine,1,0,1,0,0.007708989345509732
The_Picture_of_Dorian_Gray,Patti,4,0,4,0,0.007163946471244035
The_Picture_of_Dorian_Gray,Browning,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,young Perth,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Victor,2,1,2,1,0.006922328487372547
The_Picture_of_Dorian_Gray,Mr. Hubbard,6,6,6,6,0.00746374935892647
The_Picture_of_Dorian_Gray,George Willoughby,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,poor Southwark,1,0,1,0,0.006799614640578777
The_Picture_of_Dorian_Gray,June,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Marsyas,1,0,1,0,0.0067199567042944604
The_Picture_of_Dorian_Gray,Georges Petit,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Mother,4,0,4,0,0.013730890718304165
The_Picture_of_Dorian_Gray,Gautier,1,0,1,0,0.006786973269484066
The_Picture_of_Dorian_Gray,Dorian,344,454,344,454,0.07229209546920073
The_Picture_of_Dorian_Gray,Shakespeare,4,0,4,0,0.007126022357959903
The_Picture_of_Dorian_Gray,Rosalind,4,0,4,0,0.007126022357959903
The_Picture_of_Dorian_Gray,Chopin,2,0,2,0,0.006788295356993336
The_Picture_of_Dorian_Gray,Sibyl,116,31,116,31,0.03472556730731553
The_Picture_of_Dorian_Gray,White,2,0,2,0,0.006788295356993336
The_Picture_of_Dorian_Gray,Lady Brandon,3,0,3,0,0.007015949882260844
The_Picture_of_Dorian_Gray,Mercutio,2,0,2,0,0.006788295356993336
The_Picture_of_Dorian_Gray,Henry VIII,1,0,1,0,0.01230580432149221
The_Picture_of_Dorian_Gray,Lord Staveley,6,0,6,0,0.00746374935892647
The_Picture_of_Dorian_Gray,Lady Narborough,10,17,10,17,0.010323852644820818
The_Picture_of_Dorian_Gray,Lord Fermor,0,17,0,17,0.006651618051595586
The_Picture_of_Dorian_Gray,Geoffrey,4,1,4,1,0.006924972662391087
The_Picture_of_Dorian_Gray,Lady Gwendolen,7,0,7,0,0.007687594174477926
The_Picture_of_Dorian_Gray,Selby,2,0,2,0,0.006788295356993336
Waverley,Houghton--'Ah,0,1,0,1,0.002094868236134732
Waverley,Malcolm Canmore,1,0,1,0,0.0025233014034306243
Waverley,Sir John Cope,3,1,3,1,0.002681534450114438
Waverley,the Baron of Bradwardine,7,8,7,8,0.006154533764559629
Waverley,Sir Richard Waverley,0,1,0,1,0.002094868236134732
Waverley,Weel,1,0,1,0,0.002688514590584744
Waverley,Edward,18,5,18,5,0.0061915727690171505
Waverley,MASTER,1,0,1,0,0.002337944471421867
Waverley,warld,1,0,1,0,0.002239831966524532
Waverley,Davie,9,6,9,6,0.0033995418096429346
Waverley,Viscountess Bradwardine,1,0,1,0,0.002239831966524532
Waverley,"Waverley,'that",0,12,0,12,0.002094868236134732
Waverley,Allons,0,8,0,8,0.002094868236134732
Waverley,Sir E. W.,2,0,2,0,0.0023006929532280607
Waverley,the precious Mr. Jabesh Rentowel,1,0,1,0,0.002239831966524532
Waverley,Rufin,1,0,1,0,0.002985337767809749
Waverley,Pattullo,1,0,1,0,0.0021584732026829474
Waverley,Romeo,1,0,1,0,0.0023011252696101096
Waverley,Sidier Roy,2,0,2,0,0.0026433320148091513
Waverley,Dugald Mahony,0,5,0,5,0.002094868236134732
Waverley,"Edward,--'a",0,2,0,2,0.002094868236134732
Waverley,Beau Clincher,1,0,1,0,0.002243279824747235
Waverley,Aunt Rachel,1,0,1,0,0.0021977805946813964
Waverley,the English,2,0,2,0,0.0031697327803276902
Waverley,Whilk other,1,0,1,0,0.002239831966524532
Waverley,deer Sur,1,0,1,0,0.0021977805946813964
Waverley,LOON,1,0,1,0,0.002239831966524532
Waverley,"the Colonel,'there",0,2,0,2,0.002094868236134732
Waverley,General G--,1,0,1,0,0.002337944471421867
Waverley,Deacon Clank,1,0,1,0,0.002239831966524532
Waverley,William Hazlitt,0,1,0,1,0.002094868236134732
Waverley,Matilda,1,3,1,3,0.011745555510572487
Waverley,Fitzosborne,4,1,4,1,0.011339603605009787
Waverley,Bran,1,0,1,0,0.002187644753132397
Waverley,Mr. Cruickshanks,0,6,0,6,0.002094868236134732
Waverley,"My Lord le Comte de Kilmarnock , who was likewise beheaded at the Tower",1,0,1,0,0.0021584732026829474
Waverley,Styx,0,28,0,28,0.002094868236134732
Waverley,Comberland,2,0,2,0,0.002222078169231163
